region	chr	midPos	Nsites	Fst	zscore	outlier	high_thresh	low_thresh	block
(5723450,5762668)(8950001,8999955)(8950001,9000001)	NC_133882.1	8975001	39220	0.88852	1.5973709097005446	high	0.8832103499999998	0.055679349999999996	False
(5731263,5769637)(8960001,9010000)(8960001,9010001)	NC_133882.1	8985001	38376	0.887349	1.5936408706452394	high	0.8832103499999998	0.055679349999999996	False
(5938648,5967380)(9260001,9310000)(9260001,9310001)	NC_133882.1	9285001	28734	0.925391	1.7148177670943705	high	0.8832103499999998	0.055679349999999996	True
(5945125,5973686)(9270001,9320000)(9270001,9320001)	NC_133882.1	9295001	28563	0.921472	1.7023343998375453	high	0.8832103499999998	0.055679349999999996	True
(5951494,5980550)(9280001,9330000)(9280001,9330001)	NC_133882.1	9305001	29058	0.926035	1.7168691293075362	high	0.8832103499999998	0.055679349999999996	True
(5957498,5986266)(9290001,9339802)(9290001,9340001)	NC_133882.1	9315001	28770	0.9287	1.7253580738697811	high	0.8832103499999998	0.055679349999999996	True
(5963878,5992704)(9300001,9350000)(9300001,9350001)	NC_133882.1	9325001	28828	0.913756	1.6777562774201777	high	0.8832103499999998	0.055679349999999996	True
(5967381,5998978)(9310001,9359977)(9310001,9360001)	NC_133882.1	9335001	31599	0.885093	1.5864547322090572	high	0.8832103499999998	0.055679349999999996	True
(6013622,6048136)(9380187,9429818)(9380001,9430001)	NC_133882.1	9405001	34516	0.910704	1.668034604323002	high	0.8832103499999998	0.055679349999999996	True
(6021056,6053964)(9390068,9440000)(9390001,9440001)	NC_133882.1	9415001	32910	0.90959	1.6644861299356322	high	0.8832103499999998	0.055679349999999996	True
(6027898,6059041)(9400001,9449884)(9400001,9450001)	NC_133882.1	9425001	31145	0.909364	1.6637662419539934	high	0.8832103499999998	0.055679349999999996	True
(6034454,6062719)(9410264,9459568)(9410001,9460001)	NC_133882.1	9435001	28267	0.887258	1.593351004245553	high	0.8832103499999998	0.055679349999999996	True
(6042075,6067822)(9420033,9470000)(9420001,9470001)	NC_133882.1	9445001	25749	0.886004	1.589356581550973	high	0.8832103499999998	0.055679349999999996	True
(6338394,6359849)(9894989,9930000)(9880001,9930001)	NC_133882.1	9905001	21457	0.883823	1.5824093439936535	high	0.8832103499999998	0.055679349999999996	False
(8237121,8276179)(12900125,12950000)(12900001,12950001)	NC_133882.1	12925001	39060	0.900057	1.6341202355596907	high	0.8832103499999998	0.055679349999999996	True
(8243360,8283731)(12910001,12960000)(12910001,12960001)	NC_133882.1	12935001	40373	0.89881	1.6301481102804714	high	0.8832103499999998	0.055679349999999996	True
(8251517,8291471)(12920023,12970000)(12920001,12970001)	NC_133882.1	12945001	39956	0.904884	1.649495896123277	high	0.8832103499999998	0.055679349999999996	True
(8259645,8300182)(12930001,12980000)(12930001,12980001)	NC_133882.1	12955001	40539	0.90065	1.6360091451752294	high	0.8832103499999998	0.055679349999999996	True
(8720599,8754206)(13690001,13740000)(13690001,13740001)	NC_133882.1	13715001	33609	0.888005	1.595730456999023	high	0.8832103499999998	0.055679349999999996	False
(12336753,12370837)(18900001,18949733)(18900001,18950001)	NC_133882.1	18925001	34086	0.895734	1.6203499889020598	high	0.8832103499999998	0.055679349999999996	True
(12345283,12378586)(18910001,18960000)(18910001,18960001)	NC_133882.1	18935001	33305	0.924886	1.7132091678433634	high	0.8832103499999998	0.055679349999999996	True
(12351873,12383244)(18920636,18969819)(18920001,18970001)	NC_133882.1	18945001	31373	0.925539	1.7152891981619924	high	0.8832103499999998	0.055679349999999996	True
(12358018,12388640)(18930001,18979872)(18930001,18980001)	NC_133882.1	18955001	30624	0.923199	1.7078354907414843	high	0.8832103499999998	0.055679349999999996	True
(12364607,12394961)(18940001,18990000)(18940001,18990001)	NC_133882.1	18965001	30356	0.919266	1.695307528653938	high	0.8832103499999998	0.055679349999999996	True
(12370838,12398962)(18950211,18999914)(18950001,19000001)	NC_133882.1	18975001	28126	0.915425	1.68307261831113	high	0.8832103499999998	0.055679349999999996	True
(15734044,15763799)(23810001,23860000)(23810001,23860001)	NC_133882.1	23835001	29757	0.895519	1.6196651397159874	high	0.8832103499999998	0.055679349999999996	False
(15739662,15771178)(23820001,23870000)(23820001,23870001)	NC_133882.1	23845001	31518	0.894673	1.6169703378024194	high	0.8832103499999998	0.055679349999999996	False
(16508588,16545609)(24970001,25020000)(24970001,25020001)	NC_133882.1	24995001	37023	0.898924	1.6305112396163421	high	0.8832103499999998	0.055679349999999996	False
(16516048,16552850)(24980001,25029978)(24980001,25030001)	NC_133882.1	25005001	36804	0.910711	1.668056901738363	high	0.8832103499999998	0.055679349999999996	False
(16572688,16609764)(25060001,25109920)(25060001,25110001)	NC_133882.1	25085001	37078	0.902574	1.642137749054314	high	0.8832103499999998	0.055679349999999996	False
(19596897,19629917)(29890001,29939854)(29890001,29940001)	NC_133882.1	29915001	33022	0.901337	1.6381974772256098	high	0.8832103499999998	0.055679349999999996	True
(19603254,19634936)(29900438,29949488)(29900001,29950001)	NC_133882.1	29925001	31684	0.921682	1.7030033222983603	high	0.8832103499999998	0.055679349999999996	True
(19610560,19640982)(29910001,29960000)(29910001,29960001)	NC_133882.1	29935001	30424	0.938812	1.757568283030541	high	0.8832103499999998	0.055679349999999996	True
(19618461,19647605)(29920001,29969497)(29920001,29970001)	NC_133882.1	29945001	29146	0.934445	1.7436578811906438	high	0.8832103499999998	0.055679349999999996	True
(19624183,19653341)(29930094,29980000)(29930001,29980001)	NC_133882.1	29955001	29160	0.906053	1.6532195644884797	high	0.8832103499999998	0.055679349999999996	True
(1327190,1355849)(2000001,2050000)(2000001,2050001)	NC_133883.1	2025001	28661	0.91602	1.1615773738529585	high	0.8832103499999998	0.055679349999999996	True
(1333529,1363027)(2010001,2059138)(2010001,2060001)	NC_133883.1	2035001	29500	0.915468	1.1599387320379373	high	0.8832103499999998	0.055679349999999996	True
(1340840,1368521)(2020280,2070000)(2020001,2070001)	NC_133883.1	2045001	27683	0.91276	1.1518998877714939	high	0.8832103499999998	0.055679349999999996	True
(1344339,1376308)(2030133,2080000)(2030001,2080001)	NC_133883.1	2055001	31971	0.91445	1.1569167440529895	high	0.8832103499999998	0.055679349999999996	True
(1350258,1384761)(2040001,2089899)(2040001,2090001)	NC_133883.1	2065001	34505	0.917669	1.1664725194199324	high	0.8832103499999998	0.055679349999999996	True
(1355850,1391166)(2050001,2100000)(2050001,2100001)	NC_133883.1	2075001	35318	0.886757	1.0747085777787557	high	0.8832103499999998	0.055679349999999996	True
(1363028,1398932)(2060082,2110000)(2060001,2110001)	NC_133883.1	2085001	35906	0.899353	1.1121004841229671	high	0.8832103499999998	0.055679349999999996	True
(1368522,1404783)(2070001,2118882)(2070001,2120001)	NC_133883.1	2095001	36263	0.900336	1.1150185727174702	high	0.8832103499999998	0.055679349999999996	True
(1376309,1412816)(2080001,2129877)(2080001,2130001)	NC_133883.1	2105001	36509	0.897985	1.1080395022335672	high	0.8832103499999998	0.055679349999999996	True
(1640695,1676548)(2520045,2570000)(2520001,2570001)	NC_133883.1	2545001	35855	0.885389	1.0706475958893558	high	0.8832103499999998	0.055679349999999996	True
(1647271,1682645)(2530001,2580000)(2530001,2580001)	NC_133883.1	2555001	35376	0.926095	1.1914855555311048	high	0.8832103499999998	0.055679349999999996	True
(1655700,1690290)(2540001,2590000)(2540001,2590001)	NC_133883.1	2565001	34592	0.939336	1.23079217921352	high	0.8832103499999998	0.055679349999999996	True
(1663075,1696507)(2550001,2599655)(2550001,2600001)	NC_133883.1	2575001	33434	0.946352	1.251619554166758	high	0.8832103499999998	0.055679349999999996	True
(1670808,1703349)(2560190,2610000)(2560001,2610001)	NC_133883.1	2585001	32543	0.94687	1.2531572651453469	high	0.8832103499999998	0.055679349999999996	True
(1676549,1710765)(2570001,2619652)(2570001,2620001)	NC_133883.1	2595001	34218	0.944548	1.246264282727813	high	0.8832103499999998	0.055679349999999996	True
(1682646,1718936)(2580001,2630000)(2580001,2630001)	NC_133883.1	2605001	36292	0.930693	1.2051349668815878	high	0.8832103499999998	0.055679349999999996	True
(1690291,1725848)(2590001,2640000)(2590001,2640001)	NC_133883.1	2615001	35559	0.921481	1.1777886473164183	high	0.8832103499999998	0.055679349999999996	True
(1696508,1733300)(2600538,2650000)(2600001,2650001)	NC_133883.1	2625001	36794	0.924236	1.1859670136214595	high	0.8832103499999998	0.055679349999999996	True
(1703350,1740638)(2610001,2660000)(2610001,2660001)	NC_133883.1	2635001	37290	0.924073	1.1854831393173866	high	0.8832103499999998	0.055679349999999996	True
(1710766,1747205)(2620099,2669661)(2620001,2670001)	NC_133883.1	2645001	36441	0.935475	1.2193305921704112	high	0.8832103499999998	0.055679349999999996	True
(1718937,1753612)(2630001,2679986)(2630001,2680001)	NC_133883.1	2655001	34677	0.931888	1.2086823889267875	high	0.8832103499999998	0.055679349999999996	True
(1725849,1759883)(2640001,2690000)(2640001,2690001)	NC_133883.1	2665001	34036	0.931798	1.2084152190656428	high	0.8832103499999998	0.055679349999999996	True
(1733301,1766686)(2650001,2700000)(2650001,2700001)	NC_133883.1	2675001	33387	0.930013	1.2031163501529387	high	0.8832103499999998	0.055679349999999996	True
(1740639,1773583)(2660001,2710000)(2660001,2710001)	NC_133883.1	2685001	32946	0.92864	1.1990405254934753	high	0.8832103499999998	0.055679349999999996	True
(1747206,1780607)(2670356,2720000)(2670001,2720001)	NC_133883.1	2695001	33403	0.903	1.1229268006073543	high	0.8832103499999998	0.055679349999999996	True
(1753613,1788120)(2680144,2730000)(2680001,2730001)	NC_133883.1	2705001	34509	0.905948	1.1316780978368506	high	0.8832103499999998	0.055679349999999996	True
(1759884,1794557)(2690001,2740000)(2690001,2740001)	NC_133883.1	2715001	34675	0.88441	1.0677413815109038	high	0.8832103499999998	0.055679349999999996	True
(1766687,1801414)(2700001,2749938)(2700001,2750001)	NC_133883.1	2725001	34729	0.886776	1.0747649803049975	high	0.8832103499999998	0.055679349999999996	True
(1773584,1808624)(2710001,2760000)(2710001,2760001)	NC_133883.1	2735001	35042	0.887666	1.0774069933763173	high	0.8832103499999998	0.055679349999999996	True
(2144079,2177110)(3270001,3320000)(3270001,3320001)	NC_133883.1	3295001	33033	0.905564	1.1305381730959663	high	0.8832103499999998	0.055679349999999996	False
(2961732,2994903)(4610001,4660000)(4610001,4660001)	NC_133883.1	4635001	33173	0.897703	1.1072023700019804	high	0.8832103499999998	0.055679349999999996	False
(2970190,3002701)(4620001,4670000)(4620001,4670001)	NC_133883.1	4645001	32513	0.898581	1.1098087604251476	high	0.8832103499999998	0.055679349999999996	False
(3168838,3199053)(4920045,4970000)(4920001,4970001)	NC_133883.1	4945001	30217	0.88512	1.0698490548599344	high	0.8832103499999998	0.055679349999999996	True
(3174853,3204468)(4930256,4980000)(4930001,4980001)	NC_133883.1	4955001	29617	0.891009	1.0873308694408381	high	0.8832103499999998	0.055679349999999996	True
(3179672,3212294)(4940001,4990000)(4940001,4990001)	NC_133883.1	4965001	32624	0.892736	1.092457562220804	high	0.8832103499999998	0.055679349999999996	True
(3185499,3219175)(4950001,5000000)(4950001,5000001)	NC_133883.1	4975001	33678	0.886854	1.0749965275179896	high	0.8832103499999998	0.055679349999999996	True
(3335731,3361447)(5170152,5219840)(5170001,5220001)	NC_133883.1	5195001	25718	0.912148	1.1500831327157095	high	0.8832103499999998	0.055679349999999996	True
(3339823,3368608)(5180001,5230000)(5180001,5230001)	NC_133883.1	5205001	28787	0.922902	1.1820069625684921	high	0.8832103499999998	0.055679349999999996	True
(3345824,3375450)(5190136,5240000)(5190001,5240001)	NC_133883.1	5215001	29628	0.922106	1.1796439935743677	high	0.8832103499999998	0.055679349999999996	True
(3753549,3788271)(5820001,5870000)(5820001,5870001)	NC_133883.1	5845001	34724	0.884616	1.0683529036375237	high	0.8832103499999998	0.055679349999999996	False
(3767111,3801012)(5840165,5889784)(5840001,5890001)	NC_133883.1	5865001	33903	0.896161	1.1026248597143673	high	0.8832103499999998	0.055679349999999996	True
(3774250,3805411)(5850001,5900000)(5850001,5900001)	NC_133883.1	5875001	31163	0.900552	1.1156597803842174	high	0.8832103499999998	0.055679349999999996	True
(3781946,3810474)(5860001,5909454)(5860001,5910001)	NC_133883.1	5885001	28530	0.886053	1.0726187157538014	high	0.8832103499999998	0.055679349999999996	True
(4255253,4286001)(6570009,6619893)(6570001,6620001)	NC_133883.1	6595001	30750	0.887385	1.0765728296987433	high	0.8832103499999998	0.055679349999999996	False
(4326702,4361382)(6680001,6730000)(6680001,6730001)	NC_133883.1	6705001	34682	0.899273	1.1118629998019496	high	0.8832103499999998	0.055679349999999996	True
(4334140,4369764)(6690080,6740000)(6690001,6740001)	NC_133883.1	6715001	35626	0.911263	1.1474559624144534	high	0.8832103499999998	0.055679349999999996	True
(4341042,4377729)(6700001,6750000)(6700001,6750001)	NC_133883.1	6725001	36689	0.899484	1.1124893646986331	high	0.8832103499999998	0.055679349999999996	True
(4347486,4384876)(6710181,6760000)(6710001,6760001)	NC_133883.1	6735001	37392	0.908297	1.1386512312127282	high	0.8832103499999998	0.055679349999999996	True
(4354197,4392050)(6720001,6770000)(6720001,6770001)	NC_133883.1	6745001	37855	0.915518	1.1600871597385738	high	0.8832103499999998	0.055679349999999996	True
(4361383,4399525)(6730001,6780000)(6730001,6780001)	NC_133883.1	6755001	38144	0.909428	1.1420086658011135	high	0.8832103499999998	0.055679349999999996	True
(4369765,4407578)(6740001,6790000)(6740001,6790001)	NC_133883.1	6765001	37815	0.905014	1.1289054683889708	high	0.8832103499999998	0.055679349999999996	True
(4377730,4413591)(6750001,6800000)(6750001,6800001)	NC_133883.1	6775001	35863	0.907732	1.1369739981955413	high	0.8832103499999998	0.055679349999999996	True
(4759809,4791897)(7360054,7409768)(7360001,7410001)	NC_133883.1	7385001	32090	0.885185	1.0700420108707611	high	0.8832103499999998	0.055679349999999996	True
(4766485,4800186)(7370001,7419446)(7370001,7420001)	NC_133883.1	7395001	33703	0.908369	1.1388649671016438	high	0.8832103499999998	0.055679349999999996	True
(4775040,4808576)(7380001,7430000)(7380001,7430001)	NC_133883.1	7405001	33538	0.892887	1.0929058138767245	high	0.8832103499999998	0.055679349999999996	True
(5456399,5487240)(8420001,8470000)(8420001,8470001)	NC_133883.1	8445001	30843	0.915794	1.1609064806460838	high	0.8832103499999998	0.055679349999999996	True
(5462545,5492532)(8430347,8480000)(8430001,8480001)	NC_133883.1	8455001	29989	0.921268	1.1771563453117089	high	0.8832103499999998	0.055679349999999996	True
(5467680,5499175)(8441129,8490000)(8440001,8490001)	NC_133883.1	8465001	31497	0.936294	1.2217618379068282	high	0.8832103499999998	0.055679349999999996	True
(5473417,5505564)(8450001,8500000)(8450001,8500001)	NC_133883.1	8475001	32149	0.950681	1.2644704244878198	high	0.8832103499999998	0.055679349999999996	True
(5479390,5513094)(8460355,8510000)(8460001,8510001)	NC_133883.1	8485001	33706	0.947084	1.253792535704069	high	0.8832103499999998	0.055679349999999996	True
(5487241,5520047)(8470001,8519762)(8470001,8520001)	NC_133883.1	8495001	32808	0.929662	1.2020743876944742	high	0.8832103499999998	0.055679349999999996	True
(5492533,5523673)(8480001,8529876)(8480001,8530001)	NC_133883.1	8505001	31142	0.923128	1.1826778557753668	high	0.8832103499999998	0.055679349999999996	True
(5499176,5530489)(8490001,8540000)(8490001,8540001)	NC_133883.1	8515001	31315	0.892105	1.0905844046387783	high	0.8832103499999998	0.055679349999999996	True
(5513095,5545556)(8510001,8560000)(8510001,8560001)	NC_133883.1	8535001	32463	0.890734	1.0865145170873403	high	0.8832103499999998	0.055679349999999996	False
(7949608,7984154)(12160001,12209631)(12160001,12210001)	NC_133883.1	12185001	34548	0.888597	1.0801707171621588	high	0.8832103499999998	0.055679349999999996	True
(7957398,7991044)(12170001,12219827)(12170001,12220001)	NC_133883.1	12195001	33648	0.911721	1.1488155601522787	high	0.8832103499999998	0.055679349999999996	True
(7964659,7999463)(12180001,12230000)(12180001,12230001)	NC_133883.1	12205001	34806	0.910119	1.1440599366239024	high	0.8832103499999998	0.055679349999999996	True
(7970528,8005222)(12190048,12240000)(12190001,12240001)	NC_133883.1	12215001	34696	0.904253	1.1266463987852913	high	0.8832103499999998	0.055679349999999996	True
(7977925,8010838)(12200001,12250000)(12200001,12250001)	NC_133883.1	12225001	32915	0.884085	1.0667766014567701	high	0.8832103499999998	0.055679349999999996	True
(8124996,8153099)(12420001,12470000)(12420001,12470001)	NC_133883.1	12445001	28105	0.924507	1.1867714917589065	high	0.8832103499999998	0.055679349999999996	True
(8130503,8159102)(12430138,12479525)(12430001,12480001)	NC_133883.1	12455001	28601	0.92162	1.1782012763241863	high	0.8832103499999998	0.055679349999999996	True
(8135115,8164240)(12440001,12489006)(12440001,12490001)	NC_133883.1	12465001	29127	0.904639	1.1277922606342008	high	0.8832103499999998	0.055679349999999996	True
(8535395,8570880)(13040001,13090000)(13040001,13090001)	NC_133883.1	13065001	35487	0.886099	1.0727552692383864	high	0.8832103499999998	0.055679349999999996	False
(8542694,8578672)(13050001,13099575)(13050001,13100001)	NC_133883.1	13075001	35980	0.886361	1.0735330303897188	high	0.8832103499999998	0.055679349999999996	False
(8638609,8669138)(13190001,13240000)(13190001,13240001)	NC_133883.1	13215001	30531	0.893564	1.0949155249433355	high	0.8832103499999998	0.055679349999999996	False
(9391203,9423463)(14330001,14380000)(14330001,14380001)	NC_133883.1	14355001	32262	0.88757	1.0771220121910963	high	0.8832103499999998	0.055679349999999996	False
(9398347,9428676)(14340173,14390000)(14340001,14390001)	NC_133883.1	14365001	30331	0.900633	1.1159002332592478	high	0.8832103499999998	0.055679349999999996	False
(9432945,9468802)(14400456,14450000)(14400001,14450001)	NC_133883.1	14425001	35859	0.918724	1.1696043439033514	high	0.8832103499999998	0.055679349999999996	True
(9439468,9476130)(14410001,14459899)(14410001,14460001)	NC_133883.1	14435001	36664	0.908851	1.1402958101357743	high	0.8832103499999998	0.055679349999999996	True
(9447397,9482591)(14420001,14470000)(14420001,14470001)	NC_133883.1	14445001	35196	0.900135	1.1144218933609136	high	0.8832103499999998	0.055679349999999996	True
(9453854,9489376)(14430001,14479856)(14430001,14480001)	NC_133883.1	14455001	35524	0.910719	1.1458410690315337	high	0.8832103499999998	0.055679349999999996	True
(9461526,9496527)(14440287,14489539)(14440001,14490001)	NC_133883.1	14465001	35003	0.912248	1.1503799881169814	high	0.8832103499999998	0.055679349999999996	True
(10768453,10796749)(16340001,16388556)(16340001,16390001)	NC_133883.1	16365001	28298	0.90188	1.1196020201131087	high	0.8832103499999998	0.055679349999999996	False
(10774657,10797008)(16350019,16400000)(16350001,16400001)	NC_133883.1	16375001	22353	0.905402	1.130057267345906	high	0.8832103499999998	0.055679349999999996	False
(13150442,13178952)(20140621,20189999)(20140001,20190001)	NC_133883.1	20165001	28512	0.888713	1.0805150694276344	high	0.8832103499999998	0.055679349999999996	False
(13155237,13186642)(20150077,20200000)(20150001,20200001)	NC_133883.1	20175001	31407	0.89106	1.0874822656954863	high	0.8832103499999998	0.055679349999999996	False
(13349794,13381492)(20480277,20530000)(20480001,20530001)	NC_133883.1	20505001	31700	0.89527	1.0999798780890346	high	0.8832103499999998	0.055679349999999996	False
(13927369,13957860)(21400001,21450000)(21400001,21450001)	NC_133883.1	21425001	30493	0.893952	1.0960673239002705	high	0.8832103499999998	0.055679349999999996	True
(13933412,13965588)(21410699,21460000)(21410001,21460001)	NC_133883.1	21435001	32178	0.935584	1.2196541645577974	high	0.8832103499999998	0.055679349999999996	True
(13939272,13972729)(21420001,21470000)(21420001,21470001)	NC_133883.1	21445001	33459	0.933901	1.2146580881543911	high	0.8832103499999998	0.055679349999999996	True
(13945948,13978501)(21430001,21480000)(21430001,21480001)	NC_133883.1	21455001	32555	0.930018	1.2031311929230024	high	0.8832103499999998	0.055679349999999996	True
(13951153,13985630)(21440001,21489641)(21440001,21490001)	NC_133883.1	21465001	34479	0.905504	1.130360059855203	high	0.8832103499999998	0.055679349999999996	True
(14029045,14051345)(21560043,21610000)(21560001,21610001)	NC_133883.1	21585001	22302	0.891436	1.088598442004269	high	0.8832103499999998	0.055679349999999996	True
(14034659,14058568)(21570001,21620000)(21570001,21620001)	NC_133883.1	21595001	23911	0.908716	1.139895055344057	high	0.8832103499999998	0.055679349999999996	True
(14039197,14064709)(21594589,21630000)(21580001,21630001)	NC_133883.1	21605001	25514	0.923323	1.183256723807847	high	0.8832103499999998	0.055679349999999996	True
(14039197,14070749)(21594589,21639760)(21590001,21640001)	NC_133883.1	21615001	31554	0.946307	1.251485969236186	high	0.8832103499999998	0.055679349999999996	True
(14043448,14077905)(21600001,21650000)(21600001,21650001)	NC_133883.1	21625001	34459	0.948708	1.2586134674207248	high	0.8832103499999998	0.055679349999999996	True
(14051346,14084041)(21610001,21660000)(21610001,21660001)	NC_133883.1	21635001	32697	0.947241	1.2542585986840658	high	0.8832103499999998	0.055679349999999996	True
(14058569,14089012)(21620001,21670000)(21620001,21670001)	NC_133883.1	21645001	30445	0.942546	1.2403212375943486	high	0.8832103499999998	0.055679349999999996	True
(14064710,14097309)(21630001,21680000)(21630001,21680001)	NC_133883.1	21655001	32601	0.937572	1.2255556499350833	high	0.8832103499999998	0.055679349999999996	True
(14070750,14103363)(21640192,21690000)(21640001,21690001)	NC_133883.1	21665001	32615	0.908735	1.139951457870299	high	0.8832103499999998	0.055679349999999996	True
(14126041,14159120)(21730230,21779649)(21730001,21780001)	NC_133883.1	21755001	33081	0.883886	1.0661858592082387	high	0.8832103499999998	0.055679349999999996	True
(14132042,14166400)(21740040,21789946)(21740001,21790001)	NC_133883.1	21765001	34360	0.890112	1.0846680764914287	high	0.8832103499999998	0.055679349999999996	True
(14137790,14171478)(21750259,21800000)(21750001,21800001)	NC_133883.1	21775001	33690	0.907754	1.1370393063838211	high	0.8832103499999998	0.055679349999999996	True
(14144390,14176351)(21760001,21810000)(21760001,21810001)	NC_133883.1	21785001	31963	0.902296	1.1208369385823997	high	0.8832103499999998	0.055679349999999996	True
(14197856,14227395)(21840125,21890000)(21840001,21890001)	NC_133883.1	21865001	29541	0.885424	1.070751495279801	high	0.8832103499999998	0.055679349999999996	False
(14339358,14371892)(22070001,22120000)(22070001,22120001)	NC_133883.1	22095001	32536	0.893043	1.093368908302709	high	0.8832103499999998	0.055679349999999996	True
(14346707,14380523)(22080001,22130000)(22080001,22130001)	NC_133883.1	22105001	33818	0.893929	1.095999047157978	high	0.8832103499999998	0.055679349999999996	True
(14352996,14389530)(22090066,22140000)(22090001,22140001)	NC_133883.1	22115001	36536	0.894556	1.0978603305239532	high	0.8832103499999998	0.055679349999999996	True
(14358378,14396542)(22100904,22149879)(22100001,22150001)	NC_133883.1	22125001	38166	0.901392	1.1181533657549014	high	0.8832103499999998	0.055679349999999996	True
(14363759,14402933)(22110001,22160000)(22110001,22160001)	NC_133883.1	22135001	39176	0.888905	1.0810850317980765	high	0.8832103499999998	0.055679349999999996	True
(14812293,14843645)(22780370,22829984)(22780001,22830001)	NC_133883.1	22805001	31354	0.898804	1.1104707479699845	high	0.8832103499999998	0.055679349999999996	True
(14818117,14851005)(22790035,22839915)(22790001,22840001)	NC_133883.1	22815001	32890	0.901702	1.1190736174988447	high	0.8832103499999998	0.055679349999999996	True
(14823544,14858009)(22800085,22850000)(22800001,22850001)	NC_133883.1	22825001	34467	0.903611	1.1247405871091258	high	0.8832103499999998	0.055679349999999996	True
(14829728,14864429)(22810001,22860000)(22810001,22860001)	NC_133883.1	22835001	34703	0.906628	1.1336967145654995	high	0.8832103499999998	0.055679349999999996	True
(14836528,14872007)(22820001,22870000)(22820001,22870001)	NC_133883.1	22845001	35481	0.889491	1.0828246044495302	high	0.8832103499999998	0.055679349999999996	True
(15694642,15731661)(24210001,24260000)(24210001,24260001)	NC_133883.1	24235001	37021	0.89802	1.1081434016240126	high	0.8832103499999998	0.055679349999999996	False
