fst_chr	fst_midPos	FST	Z	chr	start	end	gene_id	description	biotype	Chr	pos_Mb
NC_133882.1	7955001	0.883427	1.5811479473532595	NC_133882.1	7920719	7938815	LOC141885417	CST complex subunit CTC1-like	protein_coding	Chr1	7.96
NC_133882.1	7955001	0.883427	1.5811479473532595	NC_133882.1	7938269	7963448	LOC141885429	nephrocystin-1-like	protein_coding	Chr1	7.96
NC_133882.1	7955001	0.883427	1.5811479473532595	NC_133882.1	7966118	7993652	LOC141879569	scavenger receptor cysteine-rich type 1 protein M160-like	protein_coding	Chr1	7.96
NC_133882.1	7975001	0.922357	1.705153430208122	NC_133882.1	7998483	8000365	LOC141874435	transmembrane protein 163a-like	protein_coding	Chr1	7.98
NC_133882.1	7985001	0.935143	1.7458812520365905	NC_133882.1	8000165	8001721	LOC141874446	transmembrane protein 163b-like	protein_coding	Chr1	7.99
NC_133882.1	7985001	0.935143	1.7458812520365905	NC_133882.1	8002564	8015171	LOC141874415	dolichol kinase-like	protein_coding	Chr1	7.99
NC_133882.1	7995001	0.934814	1.7448332735146472	NC_133882.1	8016317	8029620	LOC141874426	uncharacterized LOC141874426	protein_coding	Chr1	8.0
NC_133882.1	8025001	0.907813	1.6588257717791182	NC_133882.1	8042982	8043684	LOC141890020	uncharacterized LOC141890020	protein_coding	Chr1	8.03
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8384419	8388295	LOC141885976	protein JTB-like	protein_coding	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8387751	8393774	LOC141885967	oxidoreductase HTATIP2-like	protein_coding	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8393936	8406975	LOC141885907	nuclear receptor subfamily 2 group F member 1-A-like	protein_coding	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8411017	8418920	LOC141885998	uncharacterized LOC141885998	lncRNA	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8419937	8423940	LOC141885991	uncharacterized LOC141885991	lncRNA	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8422057	8432811	LOC141886010	uncharacterized LOC141886010	lncRNA	Chr1	8.41
NC_133882.1	8405001	0.891541	1.6069938371011239	NC_133882.1	8425410	8427199	LOC141885981	ras-related protein ORAB-1-like	protein_coding	Chr1	8.41
NC_133882.1	8415001	0.907397	1.6575006682376947	NC_133882.1	8432900	8442989	LOC141885961	uncharacterized LOC141885961	protein_coding	Chr1	8.42
NC_133882.1	8975001	0.88852	1.5973709097005446	NC_133882.1	8944538	8958591	LOC141893249	ATPase family gene 2 protein homolog B-like	protein_coding	Chr1	8.98
NC_133882.1	8975001	0.88852	1.5973709097005446	NC_133882.1	8958864	8959534	LOC141893295	uncharacterized LOC141893295	lncRNA	Chr1	8.98
NC_133882.1	8975001	0.88852	1.5973709097005446	NC_133882.1	8961293	8978472	LOC141893286	transducin-like enhancer protein 1	protein_coding	Chr1	8.98
NC_133882.1	8975001	0.88852	1.5973709097005446	NC_133882.1	8988504	9005755	LOC141893233	nonsense-mediated mRNA decay factor SMG5-like	protein_coding	Chr1	8.98
NC_133882.1	8985001	0.887349	1.5936408706452394	NC_133882.1	9005771	9009869	LOC141893264	peptidyl-prolyl cis-trans isomerase E-like	protein_coding	Chr1	8.99
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9249983	9260851	LOC141876595	uncharacterized LOC141876595	protein_coding	Chr1	9.29
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9260923	9264735	LOC141876657	DNA-directed RNA polymerase II subunit RPB11-a-like	protein_coding	Chr1	9.29
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9263835	9271124	LOC141890012	protein boule-like	protein_coding	Chr1	9.29
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9271277	9280316	LOC141876649	uncharacterized LOC141876649	protein_coding	Chr1	9.29
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9286306	9294639	LOC141876641	uncharacterized LOC141876641	protein_coding	Chr1	9.29
NC_133882.1	9285001	0.925391	1.7148177670943705	NC_133882.1	9294719	9297554	LOC141876682	uncharacterized LOC141876682	lncRNA	Chr1	9.29
NC_133882.1	9295001	0.921472	1.7023343998375453	NC_133882.1	9314443	9348435	LOC141895832	uncharacterized LOC141895832	protein_coding	Chr1	9.3
NC_133882.1	9325001	0.913756	1.6777562774201777	NC_133882.1	9348493	9358099	LOC141895894	tRNA wybutosine-synthesizing protein 5-like	protein_coding	Chr1	9.33
NC_133882.1	9335001	0.885093	1.5864547322090572	NC_133882.1	9358415	9383008	LOC141895848	follistatin-A-like	protein_coding	Chr1	9.34
NC_133882.1	9405001	0.910704	1.668034604323002	NC_133882.1	9380541	9381372	LOC141895915	uncharacterized LOC141895915	lncRNA	Chr1	9.41
NC_133882.1	9405001	0.910704	1.668034604323002	NC_133882.1	9386238	9419531	LOC141895816	sodium channel protein 1 brain-like	protein_coding	Chr1	9.41
NC_133882.1	9405001	0.910704	1.668034604323002	NC_133882.1	9421700	9422923	LOC141877814	molybdopterin synthase sulfur carrier subunit-like	protein_coding	Chr1	9.41
NC_133882.1	9405001	0.910704	1.668034604323002	NC_133882.1	9422850	9430832	LOC141877799	molybdopterin synthase catalytic subunit-like	protein_coding	Chr1	9.41
NC_133882.1	9405001	0.910704	1.668034604323002	NC_133882.1	9429678	9442419	LOC141877773	DNA-directed RNA polymerase III subunit RPC3-like	protein_coding	Chr1	9.41
NC_133882.1	9425001	0.909364	1.6637662419539934	NC_133882.1	9444217	9445711	LOC141877823	uncharacterized LOC141877823	lncRNA	Chr1	9.43
NC_133882.1	9425001	0.909364	1.6637662419539934	NC_133882.1	9445696	9452525	LOC141877781	protein ABHD8-like	protein_coding	Chr1	9.43
NC_133882.1	9435001	0.887258	1.593351004245553	NC_133882.1	9455496	9464160	LOC141889137	methylmalonyl-CoA epimerase%2C mitochondrial-like	protein_coding	Chr1	9.44
NC_133882.1	9435001	0.887258	1.593351004245553	NC_133882.1	9459564	9459636	Trnat-agu	transfer RNA threonine (anticodon AGU)	tRNA	Chr1	9.44
NC_133882.1	9445001	0.886004	1.589356581550973	NC_133882.1	9467294	9469281	LOC141895439	E3 ubiquitin-protein ligase MARCHF3-like	protein_coding	Chr1	9.45
NC_133882.1	9905001	0.883823	1.5824093439936535	NC_133882.1	9898935	9909828	LOC141897340	uncharacterized LOC141897340	protein_coding	Chr1	9.91
NC_133882.1	12925001	0.900057	1.6341202355596907	NC_133882.1	12896525	12905816	LOC141865416	uncharacterized LOC141865416	protein_coding	Chr1	12.93
NC_133882.1	12925001	0.900057	1.6341202355596907	NC_133882.1	12907360	12994393	LOC141865220	putative E3 ubiquitin-protein ligase HERC1	protein_coding	Chr1	12.93
NC_133882.1	13715001	0.888005	1.595730456999023	NC_133882.1	13673259	13699150	LOC141882343	uncharacterized LOC141882343	protein_coding	Chr1	13.72
NC_133882.1	13715001	0.888005	1.595730456999023	NC_133882.1	13698536	13703872	LOC141882491	uncharacterized LOC141882491	lncRNA	Chr1	13.72
NC_133882.1	13715001	0.888005	1.595730456999023	NC_133882.1	13707349	13742029	LOC141881894	ras-specific guanine nucleotide-releasing factor 1-like	protein_coding	Chr1	13.72
NC_133882.1	18925001	0.895734	1.6203499889020598	NC_133882.1	18901436	18906844	LOC141880965	endoplasmic reticulum chaperone BiP-like	protein_coding	Chr1	18.93
NC_133882.1	18925001	0.895734	1.6203499889020598	NC_133882.1	18907874	18928168	LOC141880972	E3 ubiquitin-protein ligase COP1-like	protein_coding	Chr1	18.93
NC_133882.1	18925001	0.895734	1.6203499889020598	NC_133882.1	18932146	18942390	LOC141884110	WD repeat-containing protein 5-like	protein_coding	Chr1	18.93
NC_133882.1	18925001	0.895734	1.6203499889020598	NC_133882.1	18937494	18938390	LOC141884151	uncharacterized LOC141884151	lncRNA	Chr1	18.93
NC_133882.1	18925001	0.895734	1.6203499889020598	NC_133882.1	18943847	18960139	LOC141884045	phosphatidylinositol 4-kinase beta-like	protein_coding	Chr1	18.93
NC_133882.1	18955001	0.923199	1.7078354907414843	NC_133882.1	18971752	18986803	LOC141887341	uncharacterized LOC141887341	protein_coding	Chr1	18.96
NC_133882.1	18975001	0.915425	1.68307261831113	NC_133882.1	18998330	19007121	LOC141886635	maspardin-like	protein_coding	Chr1	18.98
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23809675	23811318	LOC141879861	phosphatidylinositol transfer protein beta isoform-like	protein_coding	Chr1	23.84
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23819385	23825927	LOC141866439	cholesterol 7-desaturase nvd-like	protein_coding	Chr1	23.84
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23825919	23834822	LOC141866603	mechanosensory protein 2-like	protein_coding	Chr1	23.84
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23837775	23845757	LOC141866524	stomatin-like	protein_coding	Chr1	23.84
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23849818	23856491	LOC141876976	uncharacterized LOC141876976	protein_coding	Chr1	23.84
NC_133882.1	23835001	0.895519	1.6196651397159874	NC_133882.1	23856081	23863934	LOC141876984	uncharacterized LOC141876984	protein_coding	Chr1	23.84
NC_133882.1	23845001	0.894673	1.6169703378024194	NC_133882.1	23864903	23867276	LOC141897841	somatostatin receptor type 4-like	protein_coding	Chr1	23.85
NC_133882.1	23845001	0.894673	1.6169703378024194	NC_133882.1	23867410	23877681	LOC141897805	uncharacterized LOC141897805	protein_coding	Chr1	23.85
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	24968215	24975170	LOC141884815	uncharacterized LOC141884815	protein_coding	Chr1	25.0
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	24974650	24987531	LOC141884833	uncharacterized LOC141884833	lncRNA	Chr1	25.0
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	24978367	24989929	LOC141884799	uncharacterized LOC141884799	protein_coding	Chr1	25.0
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	24995336	25013865	LOC141888427	uncharacterized LOC141888427	lncRNA	Chr1	25.0
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	25001857	25013136	LOC141888370	uncharacterized LOC141888370	protein_coding	Chr1	25.0
NC_133882.1	24995001	0.898924	1.6305112396163421	NC_133882.1	25019873	25025322	LOC141886502	uncharacterized LOC141886502	protein_coding	Chr1	25.0
NC_133882.1	25005001	0.910711	1.668056901738363	NC_133882.1	25021676	25026784	LOC141886507	DNA repair protein SWI5 homolog	protein_coding	Chr1	25.01
NC_133882.1	25005001	0.910711	1.668056901738363	NC_133882.1	25026871	25033942	LOC141865500	outer dynein arm-docking complex subunit 3-like	protein_coding	Chr1	25.01
NC_133882.1	25085001	0.902574	1.642137749054314	NC_133882.1	25057476	25078716	LOC141865702	ATP-dependent RNA helicase A-like	protein_coding	Chr1	25.09
NC_133882.1	25085001	0.902574	1.642137749054314	NC_133882.1	25073009	25077007	LOC141865861	uncharacterized LOC141865861	lncRNA	Chr1	25.09
NC_133882.1	25085001	0.902574	1.642137749054314	NC_133882.1	25079417	25106912	LOC141879844	spectrin alpha chain%2C non-erythrocytic 1-like	protein_coding	Chr1	25.09
NC_133882.1	25085001	0.902574	1.642137749054314	NC_133882.1	25108134	25132439	LOC141859525	E3 ubiquitin-protein ligase LRSAM1-like	protein_coding	Chr1	25.09
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29889916	29892958	LOC141873345	large ribosomal subunit protein uL29-like	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29893921	29896409	LOC141873360	ubiquitin-related modifier 1-like	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29904328	29907406	LOC141892372	uncharacterized LOC141892372	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29907460	29919268	LOC141873991	uncharacterized LOC141873991	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29919258	29924513	LOC141874014	calumenin-A-like	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29925797	29929389	LOC141874007	calumenin-A-like	protein_coding	Chr1	29.92
NC_133882.1	29915001	0.901337	1.6381974772256098	NC_133882.1	29931233	29936854	LOC141873999	uncharacterized LOC141873999	protein_coding	Chr1	29.92
NC_133882.1	29925001	0.921682	1.7030033222983603	NC_133882.1	29940097	29942303	LOC141873367	uncharacterized LOC141873367	lncRNA	Chr1	29.93
NC_133882.1	29925001	0.921682	1.7030033222983603	NC_133882.1	29942604	29956335	LOC141873307	alkylglycerol monooxygenase-like	protein_coding	Chr1	29.93
NC_133882.1	29935001	0.938812	1.757568283030541	NC_133882.1	29955860	29958049	LOC141873337	uncharacterized LOC141873337	protein_coding	Chr1	29.94
NC_133882.1	29935001	0.938812	1.757568283030541	NC_133882.1	29958587	29960154	LOC141873330	torsin-1A-interacting protein 1-like	protein_coding	Chr1	29.94
NC_133882.1	29945001	0.934445	1.7436578811906438	NC_133882.1	29960230	29962911	LOC141871296	torsin-1A-like	protein_coding	Chr1	29.95
NC_133882.1	29945001	0.934445	1.7436578811906438	NC_133882.1	29962912	29987258	LOC141870931	ubiquitin carboxyl-terminal hydrolase 20-like	protein_coding	Chr1	29.95
NC_133883.1	2025001	0.91602	1.1615773738529585	NC_133883.1	1983551	2012323	LOC141874648	tight junction protein 1-like	protein_coding	Chr2	2.03
NC_133883.1	2025001	0.91602	1.1615773738529585	NC_133883.1	2006072	2008824	LOC141874652	uncharacterized LOC141874652	lncRNA	Chr2	2.03
NC_133883.1	2025001	0.91602	1.1615773738529585	NC_133883.1	2015173	2054077	LOC141873312	neogenin-like	protein_coding	Chr2	2.03
NC_133883.1	2045001	0.91276	1.1518998877714939	NC_133883.1	2060257	2072412	LOC141874572	lysophosphatidic acid phosphatase type 6-like	protein_coding	Chr2	2.05
NC_133883.1	2055001	0.91445	1.1569167440529895	NC_133883.1	2074206	2091380	LOC141874571	uncharacterized LOC141874571	protein_coding	Chr2	2.06
NC_133883.1	2065001	0.917669	1.1664725194199324	NC_133883.1	2085377	2087039	LOC141874578	uncharacterized LOC141874578	lncRNA	Chr2	2.07
NC_133883.1	2075001	0.886757	1.0747085777787557	NC_133883.1	2094573	2098309	LOC141874576	uncharacterized LOC141874576	protein_coding	Chr2	2.08
NC_133883.1	2085001	0.899353	1.1121004841229671	NC_133883.1	2100372	2104446	LOC141874577	uncharacterized LOC141874577	protein_coding	Chr2	2.09
NC_133883.1	2085001	0.899353	1.1121004841229671	NC_133883.1	2105290	2113540	LOC141874573	pyroglutamylated RF-amide peptide receptor-like	protein_coding	Chr2	2.09
NC_133883.1	2095001	0.900336	1.1150185727174702	NC_133883.1	2115180	2129041	LOC141874575	pyroglutamylated RF-amide peptide receptor-like	protein_coding	Chr2	2.1
NC_133883.1	2545001	0.885389	1.0706475958893558	NC_133883.1	2517514	2527339	LOC141874026	uncharacterized LOC141874026	protein_coding	Chr2	2.55
NC_133883.1	2545001	0.885389	1.0706475958893558	NC_133883.1	2528248	2530971	LOC141874030	major facilitator superfamily domain-containing protein 12-like	protein_coding	Chr2	2.55
NC_133883.1	2545001	0.885389	1.0706475958893558	NC_133883.1	2533331	2547442	LOC141874024	uncharacterized LOC141874024	protein_coding	Chr2	2.55
NC_133883.1	2545001	0.885389	1.0706475958893558	NC_133883.1	2551630	2562895	LOC141874025	uncharacterized LOC141874025	protein_coding	Chr2	2.55
NC_133883.1	2545001	0.885389	1.0706475958893558	NC_133883.1	2563040	2578790	LOC141874021	uncharacterized LOC141874021	protein_coding	Chr2	2.55
NC_133883.1	2565001	0.939336	1.23079217921352	NC_133883.1	2581392	2592004	LOC141874022	uncharacterized LOC141874022	protein_coding	Chr2	2.57
NC_133883.1	2575001	0.946352	1.251619554166758	NC_133883.1	2592172	2627543	LOC141874020	uncharacterized LOC141874020	protein_coding	Chr2	2.58
NC_133883.1	2575001	0.946352	1.251619554166758	NC_133883.1	2597782	2601571	LOC141874032	uncharacterized LOC141874032	lncRNA	Chr2	2.58
NC_133883.1	2595001	0.944548	1.246264282727813	NC_133883.1	2616276	2616994	LOC141874033	uncharacterized LOC141874033	lncRNA	Chr2	2.6
NC_133883.1	2605001	0.930693	1.2051349668815878	NC_133883.1	2627879	2632958	LOC141874028	uncharacterized LOC141874028	protein_coding	Chr2	2.61
NC_133883.1	2615001	0.921481	1.1777886473164183	NC_133883.1	2633977	2636930	LOC141874027	uncharacterized LOC141874027	protein_coding	Chr2	2.62
NC_133883.1	2615001	0.921481	1.1777886473164183	NC_133883.1	2637221	2641920	LOC141873491	dickkopf-related protein 3-like	protein_coding	Chr2	2.62
NC_133883.1	2625001	0.924236	1.1859670136214595	NC_133883.1	2642482	2645830	LOC141873490	dickkopf-related protein 3-like	protein_coding	Chr2	2.63
NC_133883.1	2625001	0.924236	1.1859670136214595	NC_133883.1	2646400	2653236	LOC141873489	uncharacterized LOC141873489	protein_coding	Chr2	2.63
NC_133883.1	2635001	0.924073	1.1854831393173866	NC_133883.1	2654416	2657405	LOC141874029	uncharacterized LOC141874029	protein_coding	Chr2	2.64
NC_133883.1	2635001	0.924073	1.1854831393173866	NC_133883.1	2659935	2668185	LOC141874704	gamma-aminobutyric acid receptor subunit beta-1-like	protein_coding	Chr2	2.64
NC_133883.1	2645001	0.935475	1.2193305921704112	NC_133883.1	2662694	2668606	LOC141874706	uncharacterized LOC141874706	lncRNA	Chr2	2.65
NC_133883.1	2655001	0.931888	1.2086823889267875	NC_133883.1	2670276	2679497	LOC141873858	glycine receptor subunit alphaZ1-like	protein_coding	Chr2	2.66
NC_133883.1	2655001	0.931888	1.2086823889267875	NC_133883.1	2679639	2691549	LOC141873859	gamma-aminobutyric acid receptor subunit beta-1-like	protein_coding	Chr2	2.66
NC_133883.1	2675001	0.930013	1.2031163501529387	NC_133883.1	2691619	2700695	LOC141873860	glycine receptor subunit alpha-4-like	protein_coding	Chr2	2.68
NC_133883.1	2685001	0.92864	1.1990405254934753	NC_133883.1	2701488	2720577	LOC141873857	gamma-aminobutyric acid receptor subunit beta-like	protein_coding	Chr2	2.69
NC_133883.1	2705001	0.905948	1.1316780978368506	NC_133883.1	2722663	2728991	LOC141874807	gamma-aminobutyric acid receptor subunit beta-3-like	protein_coding	Chr2	2.71
NC_133883.1	2705001	0.905948	1.1316780978368506	NC_133883.1	2728861	2732551	LOC141874808	neuropeptide FF receptor 2-like	protein_coding	Chr2	2.71
NC_133883.1	2725001	0.886776	1.0747649803049975	NC_133883.1	2742983	2754327	LOC141873743	QRFP-like peptide receptor	protein_coding	Chr2	2.73
NC_133883.1	2735001	0.887666	1.0774069933763173	NC_133883.1	2754045	2773640	LOC141873742	protein FAM149B1-like	protein_coding	Chr2	2.74
NC_133883.1	3295001	0.905564	1.1305381730959663	NC_133883.1	3231525	3299848	LOC141874734	uncharacterized LOC141874734	protein_coding	Chr2	3.3
NC_133883.1	3295001	0.905564	1.1305381730959663	NC_133883.1	3282009	3285481	LOC141874740	uncharacterized LOC141874740	protein_coding	Chr2	3.3
NC_133883.1	3295001	0.905564	1.1305381730959663	NC_133883.1	3302129	3316959	LOC141874738	tubby-related protein 3-like	protein_coding	Chr2	3.3
NC_133883.1	3295001	0.905564	1.1305381730959663	NC_133883.1	3318057	3321037	LOC141874741	ADP-ribose glycohydrolase OARD1-like	protein_coding	Chr2	3.3
NC_133883.1	4635001	0.897703	1.1072023700019804	NC_133883.1	4604268	4623432	LOC141874200	uncharacterized LOC141874200	protein_coding	Chr2	4.64
NC_133883.1	4635001	0.897703	1.1072023700019804	NC_133883.1	4635667	4645806	LOC141874492	uncharacterized LOC141874492	protein_coding	Chr2	4.64
NC_133883.1	4635001	0.897703	1.1072023700019804	NC_133883.1	4647158	4667743	LOC141873803	uncharacterized LOC141873803	protein_coding	Chr2	4.64
NC_133883.1	4645001	0.898581	1.1098087604251476	NC_133883.1	4667993	4677070	LOC141873802	uncharacterized LOC141873802	protein_coding	Chr2	4.65
NC_133883.1	4645001	0.898581	1.1098087604251476	NC_133883.1	4669041	4678230	LOC141873804	uncharacterized LOC141873804	lncRNA	Chr2	4.65
NC_133883.1	4945001	0.88512	1.0698490548599344	NC_133883.1	4908409	4920645	LOC141873211	WD repeat domain phosphoinositide-interacting protein 4-like	protein_coding	Chr2	4.95
NC_133883.1	4945001	0.88512	1.0698490548599344	NC_133883.1	4920774	4937865	LOC141873210	uncharacterized LOC141873210	protein_coding	Chr2	4.95
NC_133883.1	4945001	0.88512	1.0698490548599344	NC_133883.1	4939546	4947921	LOC141873207	synaptotagmin-7-like	protein_coding	Chr2	4.95
NC_133883.1	4945001	0.88512	1.0698490548599344	NC_133883.1	4950198	4957392	LOC141873214	uncharacterized LOC141873214	protein_coding	Chr2	4.95
NC_133883.1	4945001	0.88512	1.0698490548599344	NC_133883.1	4965553	4975197	LOC141875065	uncharacterized LOC141875065	protein_coding	Chr2	4.95
NC_133883.1	4955001	0.891009	1.0873308694408381	NC_133883.1	4975719	4982632	LOC141875066	uncharacterized LOC141875066	protein_coding	Chr2	4.96
NC_133883.1	4965001	0.892736	1.092457562220804	NC_133883.1	4986999	4991149	LOC141875068	uncharacterized LOC141875068	protein_coding	Chr2	4.97
NC_133883.1	4975001	0.886854	1.0749965275179896	NC_133883.1	4993277	5006704	LOC141875060	synaptotagmin-6-like	protein_coding	Chr2	4.98
NC_133883.1	4975001	0.886854	1.0749965275179896	NC_133883.1	4996001	4998949	LOC141875064	uncharacterized LOC141875064	protein_coding	Chr2	4.98
NC_133883.1	5195001	0.912148	1.1500831327157095	NC_133883.1	5180513	5182345	LOC141874080	uncharacterized LOC141874080	lncRNA	Chr2	5.2
NC_133883.1	5195001	0.912148	1.1500831327157095	NC_133883.1	5192860	5223276	LOC141875049	bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN-like	protein_coding	Chr2	5.2
NC_133883.1	5195001	0.912148	1.1500831327157095	NC_133883.1	5212307	5212381	Trnaa-ggc	transfer RNA alanine (anticodon GGC)	tRNA	Chr2	5.2
NC_133883.1	5205001	0.922902	1.1820069625684921	NC_133883.1	5225129	5227238	LOC141875053	uncharacterized LOC141875053	protein_coding	Chr2	5.21
NC_133883.1	5205001	0.922902	1.1820069625684921	NC_133883.1	5227666	5238984	LOC141875052	mitochondrial carrier homolog 2-like	protein_coding	Chr2	5.21
NC_133883.1	5215001	0.922106	1.1796439935743677	NC_133883.1	5238966	5249811	LOC141875051	COP9 signalosome complex subunit 4-like	protein_coding	Chr2	5.22
NC_133883.1	5845001	0.884616	1.0683529036375237	NC_133883.1	5821514	5842718	LOC141873332	endothelin-converting enzyme homolog	protein_coding	Chr2	5.85
NC_133883.1	5845001	0.884616	1.0683529036375237	NC_133883.1	5822719	5839257	LOC141873334	uncharacterized LOC141873334	lncRNA	Chr2	5.85
NC_133883.1	5845001	0.884616	1.0683529036375237	NC_133883.1	5843657	5848605	LOC141873333	exopolyphosphatase PRUNE1-like	protein_coding	Chr2	5.85
NC_133883.1	5845001	0.884616	1.0683529036375237	NC_133883.1	5849854	5859751	LOC141875032	LHFPL tetraspan subfamily member 2a protein-like	protein_coding	Chr2	5.85
NC_133883.1	5845001	0.884616	1.0683529036375237	NC_133883.1	5860290	5881959	LOC141875025	alpha-mannosidase 2x-like	protein_coding	Chr2	5.85
NC_133883.1	5865001	0.896161	1.1026248597143673	NC_133883.1	5882000	5884295	LOC141875033	calcyclin-binding protein-like	protein_coding	Chr2	5.87
NC_133883.1	5865001	0.896161	1.1026248597143673	NC_133883.1	5885087	5891210	LOC141875036	AP-3 complex subunit sigma-1-like	protein_coding	Chr2	5.87
NC_133883.1	5875001	0.900552	1.1156597803842174	NC_133883.1	5893824	5905183	LOC141875026	uncharacterized LOC141875026	protein_coding	Chr2	5.88
